"Nome do Arquivo";"Data";"Tema de Discussão"; "Contagem de Palavras"; "Fala"
1951-5-25-Churchill-House of Commons Hansard-Sir R. Glyn.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;29;I am delighted to hear it. I can assure the hon. Gentleman that I fully appreciate all that he and his colleagues have done to eliminate the Communist influence.
1951-5-25-Churchill-House of Commons Hansard-Mr. Henry Brooke (Hampstead).txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;99;The House has had the benefit of the views of the hon. Member for Rutherglen (Mr. McAllister) and the hon. Member for Abingdon (Sir R. Glyn), and now I want to speak as a Londoner. The hon. Member for Rutherglen made a speech which may give satisfaction in his constituency, but I assure him that it will not be much enjoyed by Londoners when they read it tomorrow. He said that, at any rate, the Government have produced something. Any of us can produce great results if we can have virtually unlimited amounts of public money to play with.
1951-5-25-Churchill-House of Commons Hansard-Mr. Pannell.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;14;But presumably the hon. Gentleman and his friends from the local authorities accepted it.
1951-5-25-Churchill-House of Commons Hansard-Mr. Brooke.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;104;I do not follow the hon. Gentleman. The great difficulty with which all the local authority representatives were faced at that time was the paucity of knowledge, because nobody could sufficiently assure us what the new  gardens were expected to look like and what was to happen in them. It was a general and vague idea. We were fully convinced—especially those who work in the neighbourhood of County Hall—that there would be gross overcrowding in the South Bank Exhibition if no alternative attraction were created in London to try to draw the crowd away, and I think that may have influenced many of us.
1951-5-25-Churchill-House of Commons Hansard-Mr. Pannell.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;9;The hon. Gentleman would probably have made it worse.
1951-5-25-Churchill-House of Commons Hansard-Mr. Brooke.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;15;The hon. Gentleman raises a hypothetical question which I do not feel disposed to answer.
1951-5-25-Churchill-House of Commons Hansard-Commander Noble (Chelsea).txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;91;I did not intend to take part in the debate, but I have been prompted to do so by the remark of the Lord Privy Seal that a very easy way out of the financial troubles in this matter would be to continue the Festival Gardens and fun fair for up to four years. Other hon. Members seem to be supporting that view. I do hope that we shall be very careful how we approach any decision to extend the period during which Battersea Park will be used for this purpose.
1951-5-25-Churchill-House of Commons Hansard-Mr. Gibson (Clapham).txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;114;Like the hon. Member for Hampstead (Mr. H. Brooke), I am a member of the London County Council, and I am also in close touch with what the London ratepayers think about this, and in particularly close touch with the ratepayers who live in the district; but I have not met the violent criticisms and objections in the areas surrounding Battersea Park which the hon. Gentleman seems to imagine. Londoners are enjoying themselves a very great deal in the Festival Gardens. Many of them would like to see the arrangements carried on for very much longer, quite apart from the attempt to recoup some of what appear at the moment to be huge losses.
1951-5-25-Churchill-House of Commons Hansard-Mr. Marples (Wallasey).txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;70;After the last three speeches it is quite clear that the Pleasure Gardens cannot continue after the closing date unless there is adequate consultation with the local authorities and that, in addition, no pledge made by the new Foreign Secretary, then Lord President, should be broken. The right hon. Gentleman the Lord Privy Seal, in opening the debate, asked individual Members what they thought about keeping the Festival Gardens open.
1951-5-25-Churchill-House of Commons Hansard-Mr. Stokes.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;3;Only in spots.
1951-5-25-Churchill-House of Commons Hansard-Mr. Marples.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;13;It only needs a few spots to cost a large amount of money.
1951-5-25-Churchill-House of Commons Hansard-Mr. Porter.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;37;Is the hon. Member suggesting that the three contractors who made firm estimates for the work they were to do did so without seeing the sites and without understanding the fabric on which they were to work?
1951-5-25-Churchill-House of Commons Hansard-Mr. Marples.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;138;The hon. Member has a complete misconception of how it was handled. Had he read the White Paper, he would have found how it was done. The authorities—that is, Festival Gardens, Ltd.—sent out to all contractors a document in which were certain specific operations which had to be carried out. Each contractor was required to put next to each operation a price. He had to do the work for that price. In the document sent out by the authorities planning this operation, they said, "Hard core up to nine inches. How much will it cost?" The point was that they did not realise that it was going to take hard core "in spots" up to five feet. Therefore, the contractor was putting down a price on an operation which, in fact, was not going to be carried out.
1951-5-25-Churchill-House of Commons Hansard-Mr. Porter.txt;1951-5-25;                Festival Of Britain (Additional Loans) Bill;30;Surely the small amount at first expended by the contractor is due to the fact that only manpower and machines were used in that period, with no cost for materials.
